lng,lat
-122.39566433199997,37.778950027000064
-122.42602002899997,37.744296020000036
-122.39878202899996,37.77589298700008
-122.38986443299996,37.772078607000026
-122.39717999599998,37.779946014000075
-122.39684899399998,37.76268398800005
-122.42809685299994,37.78588033900007
-122.49289495999994,37.778553990000034
-122.43488900499995,37.78704100200008
-122.38994599399996,37.761991014000046
-122.38905778199995,37.76785026400006
-122.41006298099995,37.783590005000065
-122.38642706099995,37.770808619000036
-122.39101727099995,37.78741665500007
-122.41592997799995,37.790982005000046
-122.41592997799995,37.790982005000046
-122.33686210599996,37.575967336000076
-122.41146073499999,37.80309237700004
-122.41608273599996,37.77260400800003
-122.39870499899996,37.73681500400005
-122.41966989899998,37.765050031000044
-122.38820770699999,37.75531092800003
-122.40703099499996,37.785219991000076
-122.45597502299995,37.721626995000065
-122.44301802599995,37.77647200900003
-122.39675000399995,37.77943999900003
-122.42409990299996,37.76478005000007
-122.40371189299998,37.80504043600007
-122.42844700899997,37.80239099100004
-122.44893134699998,37.71263173300008
-122.42139524099997,37.80759117100007
-122.39595606499995,37.77626637000003
-122.40854602399997,37.80176000100005
-122.41717997099994,37.73348399300005
-122.46410999999995,37.74817000000007
-122.41925993999996,37.775170048000064
-122.47923698399995,37.773837996000054
-122.41635999999994,37.776740000000075
-122.41686615099997,37.76529087100005
-122.40813079399999,37.786955601000045
-122.45047599199995,37.711665983000046
-122.44106998799998,37.711511002000066
-122.42556457199998,37.80623536300004
-122.42766397199995,37.77364802000005
-122.37144227499999,37.83128257000004
-122.48393897999995,37.779372985000066
-122.40579008499998,37.80555260700004
-122.40564561699995,37.80571503500005
-122.40581000299994,37.80496800700007
-122.33686210599996,37.575967336000076
-122.40401805599998,37.804985213000066
-122.40345988499996,37.78766004700003
-122.42174902999994,37.76020101600005
-122.39504596299997,37.782406983000044
-122.44973603799997,37.711613010000065
-122.33893600199997,37.57436984800006
-122.39393999999999,37.79532000000006
-122.405279055,37.80507409200004
-122.44973603799997,37.711613010000065
-122.42482401499996,37.76843502100007
-122.39454382799994,37.79610384700004
-122.47408202999998,37.76140901600007
-122.39653892899997,37.77719963100003
-122.39653892899997,37.77719963100003
-122.39597617299995,37.77747946200003
-122.39610787799995,37.77858691300003
-122.40132400899995,37.763828997000076
-122.40809398799996,37.728357999000025
-122.39701998499999,37.77730001500004
-122.39590260499995,37.77770541500007
-122.40371100699997,37.79849399200003
-122.39176119099994,37.77957373800007
-122.44565203899998,37.80124199900007
-122.40277918299995,37.804174799000066
-122.42283692899997,37.76397265400004
-122.41435479499995,37.80830797900006
-122.45006822599998,37.71276039400004
-122.64337769599996,38.21601410100004
-122.44565203899998,37.80124199900007
-122.42595643599998,37.76227860800003
-122.33295431299996,37.578432306000025
-122.41343397099996,37.808424469000045
-122.40716502199996,37.77759300400004
-122.41330296999996,37.80844176700003
-122.41856097399994,37.797981984000046
-122.42511844499995,37.78608339700003
-122.45014957299998,37.71265837200008
-122.41873699399997,37.79846700300004
-122.42619633099997,37.785952129000066
-122.42386998699999,37.76891999800006
-122.43048900899998,37.71190901600005
-122.38963997099995,37.78800001700006
-122.39539750499995,37.77916873500004
-122.42386998699999,37.76891999800006
-122.42809685299994,37.78588033900007
-122.38985832799995,37.788425138000036
-122.42386998699999,37.76891999800006
-122.39744536699999,37.77648224100005
-122.42747001499998,37.77085998900003
-122.40928396699996,37.75188201900005
-122.43222800199999,37.79159099200007
-122.39672669499998,37.77809841900006
-122.405695004,37.79778798500007
-122.49989401699997,37.761675980000064
-122.39769575599996,37.77732920600005
-122.39792729599998,37.79899552200004
-122.33778325699996,37.57533409100006
-122.39254698299999,37.78182301600003
-122.40976179399996,37.78178136400004
-122.39454044999997,37.77983745800003
-122.38925345399997,37.78878952300005
-122.40506895899995,37.78337098600008
-122.42341996299996,37.77421899500007
-122.38626045099994,37.726609386000064
-122.39567872899994,37.77648229000005
-122.389457344,37.78398995500004
-122.43294096699998,37.75958901200005
-122.39818760299994,37.77693905600006
-122.43507399299995,37.757794991000026
-122.39567872899994,37.77648229000005
-122.44093503899995,37.79779800100005
-122.45151400699996,37.721279020000054
-122.38868696299994,37.788161467000066
-122.39133998899996,37.77977799900003
-122.46633275399995,37.77972480900007
-122.46410999999995,37.74817000000007
-122.43012239299998,37.770169370000076
-122.42372598599997,37.770958016000066
-122.39662265499999,37.77696674900005
-122.388613497,37.78826994900004
-122.46410999999995,37.74817000000007
-122.39662796399995,37.777954013000056
-122.38819121299997,37.78857189900003
-122.39564123099996,37.779137211000034
-122.39635898799997,37.776617980000026
-122.44122597499995,37.77684198600008
-122.39100202999998,37.779809012000044
-122.41526302999995,37.746235005000074
-122.39567872899994,37.77648229000005
-122.45180997199998,37.72095899900006
-122.42306730199999,37.742559940000035
-122.38830114699999,37.78406985200007
-122.38937510699998,37.78027678500007
-122.40269936499999,37.804038881000054
-122.43859598499995,37.72223698800008
-122.42434197199998,37.770168985000055
-122.41070201699995,37.80194302000007
-122.39165494699995,37.77965974500006
-122.38428502499994,37.719625019000034
-122.49840991699995,37.775670028000036
-122.40048872799997,37.80159517800007
-122.39928182799997,37.799718805000055
-122.38938376499999,37.78027038600004
-122.37150233599999,37.83127424500003
-122.45981413999999,37.76288251500006
-122.38905778199995,37.76785026400006
-122.39244129699995,37.78161313600003
-122.38808682899997,37.786838344000046
-122.39591097599998,37.77670498400005
-122.39733003199996,37.778158992000044
-122.336787217,37.57585789900003
-122.39796004599998,37.777119421000066
-122.33759226199999,37.57530582000004
-122.41006298099995,37.783590005000065
-122.38642706099995,37.770808619000036
-122.43451098099996,37.726449020000075
-122.39524805999997,37.77928858000007
-122.41006298099995,37.783590005000065
-122.42495996999997,37.77035900300007
-122.43068103799999,37.76997599200007
-122.391826977,37.78027797900006
-122.43634896499998,37.789279012000065
-122.390627414,37.78710362800007
-122.39608699599995,37.78184501800007
-122.404078734,37.80497714200004
-122.39703599499995,37.778215989000046
-122.43464682499996,37.79520920300007
-122.43037702599997,37.71180902000003
-122.42495996999997,37.77035900300007
-122.39915475099997,37.79973414400007
-122.38644504099994,37.71861500000006
-122.39591097599998,37.77670498400005
-122.406291582,37.76948254400003
-122.39504596299997,37.782406983000044
-122.46138897799995,37.762752007000074
-122.39508636299996,37.741963672000054
-122.41235613399999,37.78389864300004
-122.44577902499998,37.77615898700003
-122.42604234799995,37.785970881000026
-122.40569836199995,37.80570883200005
-122.36639524499998,37.82156495000004
-122.42278201599999,37.760785989000055
-122.43368480899994,37.771758060000025
-122.41927200999999,37.756615993000025
-122.40108202299996,37.752503998000066
-122.41339654199999,37.80842941100008
-122.40809097099998,37.781786010000076
-122.40546100799997,37.805736746000036
-122.39735098699998,37.77790502100004
-122.39833545699997,37.77682220400004
-122.39725527399997,37.77767884900004
-122.41278701599998,37.79484602100007
-122.39994996299998,37.782509996000044
-122.39590260499995,37.77770541500007
-122.44577902499998,37.77615898700003
-122.42451698599996,37.76013999600008
-122.39733003199996,37.778158992000044
-122.38872674099997,37.75156767400006
-122.46717399999994,37.763773006000065
-122.42198397499999,37.762928991000024
-122.41925993999996,37.775170048000064
-122.41288999999995,37.78716000000003
-122.33292116799998,37.578455725000026
-122.42579698699996,37.80185798500003
-122.41995689599997,37.78740286400006
-122.44090408599999,37.773162616000036
-122.41638695899996,37.78169301200006
-122.408129025,37.80034798600008
-122.39630273499995,37.77599647000005
-122.41337782799997,37.808431883000026
-122.33759226199999,37.57530582000004
-122.42182999999994,37.77063501900005
-122.42375227599996,37.79659923200006
-122.410624988,37.752477009000074
-122.425275968,37.76203099500003
-122.42271365399995,37.759957953000026
-122.42640292499999,37.76619412600007
-122.42382296499994,37.758102020000024
-122.42838095999997,37.773920013000065
-122.41641897799997,37.773022981000054
-122.42500196299994,37.79768199600005
-122.42487043099999,37.79011127000007
-122.39402102399998,37.78063098300004
-122.40374403199996,37.798657020000064
-122.41273735199997,37.78497003600006
-122.39676553899994,37.77702028400006
-122.42785298399997,37.738160006000044
-122.44838202499994,37.78842099800005
-122.39699214799998,37.77684093600004
-122.40393195599995,37.79840020300003
-122.422231996,37.759816999000066
-122.49721298099996,37.779214986000056
-122.64403940899996,38.219644018000054
-122.64403940899996,38.219644018000054
-122.64403940899996,38.219644018000054
-122.44776895199999,37.709103035000055
-122.47832503299998,37.77446299200005
-122.47874597199996,37.774939001000064
-122.39121903799997,37.783226984000066
-122.43701368599994,37.772310299000026
-122.41246992799995,37.77063003200004
-122.39402496399998,37.77837998100006
-122.40345988499996,37.78766004700003
-122.42163650599997,37.761778020000065
-122.41869994599995,37.77560003900004
-122.50632989299999,37.73700003400006
-122.42488897499999,37.76934198500004
-122.38936614399995,37.786388260000024
-122.41862995699995,37.77311002700003
-122.42183603499996,37.80535298800004
-122.42211498399996,37.80106899700007
-122.46910401699995,37.71804201300006
-122.39854712399995,37.77910836500007
-122.39194661899995,37.78429591200006
-122.41246992799995,37.77063003200004
-122.39822427899998,37.77936392700008
-122.39385910699997,37.778067873000055
-122.41432254799997,37.76530115000003
-122.40716502199996,37.77759300400004
-122.42907559799994,37.78240535700007
-122.39004079299997,37.78644792000006
-122.34659990399996,37.956690052000056
-122.39844568399997,37.77552612200003
-122.44629501499998,37.76533698600008
-122.42243995099994,37.79130005600007
-122.39854712399995,37.77910836500007
-122.42168197499996,37.805186020000065
-122.46940802899996,37.70894098500003
-122.34659990399996,37.956690052000056
-122.41466699299997,37.772710001000064
-122.41434403799997,37.77675498200006
-122.38971323599998,37.78632853200003
-122.49784497699994,37.779184979000036
-122.41658896299998,37.785708992000025
-122.45877499799997,37.71762899500004
-122.38920083699998,37.784194082000056
-122.45535199599999,37.71592998300008
-122.42145993899999,37.78568003200007
-122.39967880799998,37.72325724500007
-122.38847872099996,37.78799950100006
-122.44271300799994,37.716667004000044
-122.38638824499998,37.77042002600007
-122.42882796699996,37.75216901600004
-122.39765170799996,37.777364171000045
-122.417065977,37.79862500200005
-122.39553798099996,37.71977099000003
-122.38837491699996,37.78905081900007
-122.41416198299999,37.738529983000035
-122.44432602199998,37.751271021000036
-122.39672669499998,37.77809841900006
-122.451770996,37.71898900100007
-122.41641897799997,37.773022981000054
-122.404079895,37.77731003100007
-122.38828997799999,37.78885955000004
-122.417065977,37.79862500200005
-122.40057377799997,37.772617516000025
-122.48514203499997,37.74418898300007
-122.41411697199999,37.80393401500004
-122.49449196399996,37.775596016000065
-122.38931802199994,37.78537602100005
-122.41508779599997,37.77281471900005
-122.39526097999999,37.776809669000045
-122.38642706099995,37.770808619000036
-122.48514203499997,37.74418898300007
-122.38670898699996,37.769467001000066
