lng,lat
-0.192170,51.515333,0
-0.125134,51.494677,0
-0.152061,51.502119,0
-0.132878,51.509638,0
-0.128466,51.511816,0
-0.158128,51.523167,0
-0.153194,51.523988,0
-0.127649,51.507127,0
-0.135035,51.495644,0
-0.148836,51.499910,0
-0.178472,51.519078,0
-0.152397,51.497358,0
-0.133292,51.510095,0
-0.136000,51.503753,0
-0.154977,51.522667,0
-0.162588,51.516222,0
-0.167784,51.512437,0
-0.150376,51.501013,0
-0.133100,51.511260,0
-0.178915,51.518815,0
-0.132980,51.485990,0
-0.200911,51.523920,0
-0.201477,51.524199,0
-0.156582,51.515049,0
-0.197544,51.525218,0
-0.156710,51.508307,0
-0.139164,51.500386,0
-0.126234,51.499461,0
-0.127501,51.507215,0
-0.127047,51.507747,0
-0.132837,51.507120,0
-0.164334,51.515800,0
-0.138579,51.518272,0
-0.129362,51.507514,0
-0.163311,51.519741,0
-0.142796,51.517349,0
-0.177238,51.524724,0
-0.152009,51.514078,0
-0.177902,51.511695,0
-0.154953,51.508998,0
-0.176724,51.530381,0
-0.154759,51.495956,0
-0.161475,51.515216,0
-0.143678,51.524018,0
-0.162127,51.516935,0
-0.156179,51.535725,0
-0.152401,51.497268,0
-0.125574,51.508533,0
-0.174238,51.527645,0
-0.185329,51.531504,0
-0.137113,51.518878,0
-0.130312,51.512475,0
-0.134490,51.516049,0
-0.149815,51.500644,0
-0.178811,51.499749,0
-0.139980,51.512179,0
-0.129161,51.494831,0
-0.132510,51.497493,0
-0.153892,51.513838,0
-0.139887,51.489696,0
-0.119119,51.511307,0
-0.158844,51.512567,0
-0.169044,51.534938,0
-0.189657,51.535078,0
-0.175288,51.515791,0
-0.186114,51.529897,0
-0.132062,51.511963,0
-0.159241,51.520576,0
-0.167417,51.518007,0
-0.180535,51.517941,0
-0.207731,51.526453,0
-0.126172,51.500988,0
-0.137781,51.495418,0
-0.140133,51.515509,0
-0.189653,51.535168,0
-0.132811,51.490123,0
-0.197544,51.525218,0
-0.143112,51.495413,0
-0.186955,51.523256,0
-0.131291,51.513210,0
-0.193786,51.514549,0
-0.115404,51.510528,0
-0.137988,51.508011,0
-0.128664,51.499949,0
-0.216035,51.527928,0
-0.170211,51.516611,0
-0.147234,51.514542,0
-0.206009,51.526247,0
-0.136148,51.503665,0
-0.140424,51.515423,0
-0.149739,51.502532,0
-0.118787,51.512381,0
-0.180762,51.501398,0
-0.159915,51.521756,0
-0.140991,51.519209,0
-0.157255,51.516229,0
-0.180421,51.520817,0
-0.175886,51.511664,0
-0.127029,51.511703,0
-0.158844,51.512567,0
-0.126231,51.503058,0
-0.138179,51.492727,0
-0.152654,51.523080,0
-0.170773,51.531368,0
-0.172883,51.521869,0
-0.119089,51.512026,0
-0.171407,51.522745,0
-0.131087,51.507631,0
-0.131775,51.515466,0
-0.190363,51.510000,0
-0.188551,51.515727,0
-0.143250,51.499102,0
-0.201558,51.522132,0
-0.174474,51.503729,0
-0.127002,51.494797,0
-0.159771,51.521754,0
-0.147586,51.516526,0
-0.149262,51.514304,0
-0.167557,51.518099,0
-0.171342,51.520766,0
-0.122487,51.506505,0
-0.183941,51.537417,0
-0.168151,51.521255,0
-0.117749,51.509576,0
-0.129411,51.488720,0
-0.159034,51.500700,0
-0.162084,51.514416,0
-0.156353,51.510010,0
-0.179745,51.526921,0
-0.162834,51.528006,0
-0.135725,51.496375,0
-0.132849,51.513864,0
-0.145783,51.514789,0
-0.150641,51.505154,0
-0.152589,51.513997,0
-0.139570,51.511633,0
-0.155212,51.499021,0
-0.172415,51.511970,0
-0.131087,51.507631,0
-0.216038,51.527838,0
-0.120530,51.508542,0
-0.176005,51.512295,0
-0.119632,51.516351,0
-0.115985,51.524386,0
-0.143621,51.546678,0
-0.120444,51.517623,0
-0.130894,51.547555,0
-0.142783,51.538931,0
-0.202504,51.545707,0
-0.138792,51.527178,0
-0.138677,51.526457,0
-0.105416,51.518550,0
-0.190070,51.550102,0
-0.128702,51.516586,0
-0.115944,51.528881,0
-0.138737,51.528526,0
-0.191395,51.545806,0
-0.125999,51.526255,0
-0.208637,51.551106,0
-0.153398,51.543865,0
-0.205399,51.552765,0
-0.139983,51.540416,0
-0.140130,51.540328,0
-0.125117,51.540718,0
-0.121113,51.518893,0
-0.136114,51.525696,0
-0.197900,51.541769,0
-0.197759,51.541677,0
-0.114190,51.522468,0
-0.183418,51.550538,0
-0.151510,51.569104,0
-0.138714,51.536169,0
-0.129331,51.525858,0
-0.191488,51.536185,0
-0.138643,51.534369,0
-0.138116,51.550817,0
-0.182294,51.549801,0
-0.179807,51.547065,0
-0.141231,51.548708,0
-0.141479,51.539090,0
-0.128481,51.518471,0
-0.139185,51.531680,0
-0.136815,51.536768,0
-0.122871,51.518201,0
-0.132680,51.535623,0
-0.169778,51.545380,0
-0.172722,51.554689,0
-0.191204,51.546972,0
-0.134759,51.544739,0
-0.110464,51.521959,0
-0.122568,51.525570,0
-0.130443,51.526865,0
-0.183559,51.550630,0
-0.138487,51.541741,0
-0.142646,51.538749,0
-0.139686,51.537084,0
-0.120518,51.519333,0
-0.192231,51.539254,0
-0.164819,51.550339,0
-0.129806,51.514265,0
-0.173385,51.541750,0
-0.112269,51.523607,0
-0.141917,51.546022,0
-0.118977,51.528750,0
-0.146218,51.528914,0
-0.127787,51.517830,0
-0.126173,51.529045,0
-0.125852,51.522835,0
-0.138588,51.525106,0
-0.194347,51.547739,0
-0.174073,51.542570,0
-0.207171,51.551713,0
-0.112289,51.519650,0
-0.151365,51.554893,0
-0.158738,51.543769,0
-0.184968,51.551461,0
-0.120515,51.515915,0
-0.130442,51.516344,0
-0.120448,51.517533,0
-0.129398,51.527748,0
-0.121053,51.523838,0
-0.132644,51.522404,0
-0.144992,51.537797,0
-0.138483,51.541831,0
-0.207083,51.550273,0
-0.137109,51.533086,0
-0.132798,51.536255,0
-0.154580,51.553865,0
-0.204451,51.547535,0
-0.115948,51.528791,0
-0.147097,51.556984,0
-0.134916,51.537368,0
-0.193160,51.537650,0
-0.139432,51.539777,0
-0.134132,51.535377,0
-0.118504,51.526225,0
-0.116266,51.524570,0
-0.126605,51.529052,0
-0.130438,51.516434,0
-0.147646,51.539907,0
-0.208637,51.551106,0
-0.134226,51.526026,0
-0.193719,51.538108,0
-0.150411,51.560634,0
-0.136223,51.533612,0
-0.135165,51.527750,0
-0.133892,51.520086,0
-0.195826,51.557744,0
-0.178702,51.556670,0
-0.131001,51.527324,0
-0.116677,51.518102,0
-0.173385,51.541750,0
-0.126187,51.518164,0
-0.152681,51.543764,0
-0.190552,51.556134,0
-0.135006,51.542225,0
-0.195672,51.539757,0
-0.136815,51.536768,0
-0.166030,51.552516,0
-0.191909,51.536461,0
-0.198462,51.542138,0
-0.145001,51.541125,0
-0.138444,51.525104,0
-0.177433,51.555931,0
-0.137405,51.532911,0
-0.125239,51.541260,0
-0.206334,51.550981,0
-0.145653,51.560559,0
-0.141745,51.539634,0
-0.138714,51.536169,0
-0.207235,51.550095,0
-0.142089,51.541798,0
-0.124097,51.516422,0
-0.187450,51.539810,0
-0.191204,51.554255,0
-0.140127,51.540418,0
-0.187882,51.557981,0
-0.133347,51.526372,0
-0.144072,51.563951,0
-0.141748,51.546648,0
-0.134916,51.537368,0
-0.141618,51.556898,0
-0.123240,51.530257,0
-0.136415,51.532446,0
-0.122508,51.530515,0
-0.200947,51.544963,0
-0.123986,51.519118,0
-0.145984,51.555978,0
-0.142639,51.538929,0
-0.171818,51.552067,0
-0.152726,51.549789,0
-0.141231,51.548708,0
-0.126765,51.546230,0
-0.152270,51.571724,0
-0.134549,51.518118,0
-0.148757,51.558719,0
-0.180770,51.551846,0
-0.131973,51.528238,0
-0.135292,51.535215,0
-0.127932,51.528354,0
-0.131005,51.527234,0
-0.125201,51.521116,0
-0.192301,51.541143,0
-0.176228,51.546380,0
-0.126901,51.528877,0
-0.146306,51.533861,0
-0.193256,51.542507,0
-0.192761,51.554999,0
-0.141271,51.537109,0
-0.164813,51.543325,0
-0.175410,51.541601,0
-0.126025,51.529133,0
-0.141072,51.549066,0
-0.138604,51.538865,0
-0.193745,51.555643,0
-0.144355,51.542823,0
-0.125999,51.522748,0
-0.137578,51.542805,0
-0.132123,51.521047,0
-0.168345,51.537984,0
-0.115922,51.529420,0
-0.133864,51.545444,0
-0.138715,51.529065,0
-0.146276,51.548788,0
-0.126723,51.515655,0
-0.140962,51.530539,0
-0.141912,51.542604,0
-0.180770,51.551846,0
-0.207923,51.554602,0
-0.108474,51.517790,0
-0.129260,51.548698,0
-0.138184,51.542096,0
-0.150407,51.560723,0
-0.154696,51.543885,0
-0.127037,51.515031,0
-0.173673,51.541754,0
-0.133639,51.526287,0
-0.116684,51.517922,0
-0.194991,51.553325,0
-0.123846,51.526040,0
-0.131788,51.546850,0
-0.138681,51.526367,0
-0.144992,51.537797,0
-0.128663,51.528096,0
-0.126576,51.529771,0
-0.141651,51.545478,0
-0.191775,51.550757,0
-0.126883,51.532833,0
-0.197477,51.552464,0
-0.180166,51.541675,0
-0.150489,51.555149,0
-0.143544,51.537954,0
-0.118999,51.528211,0
-0.149111,51.542898,0
-0.194137,51.538474,0
-0.132394,51.525008,0
-0.179677,51.546703,0
-0.136536,51.543598,0
-0.131001,51.527324,0
-0.138304,51.525012,0
-0.187159,51.539895,0
-0.130713,51.527319,0
-0.203059,51.546255,0
-0.145595,51.554892,0
-0.105921,51.520267,0
-0.137578,51.542805,0
-0.130871,51.523455,0
-0.125223,51.517070,0
-0.135141,51.521275,0
-0.126317,51.529047,0
-0.121777,51.523759,0
-0.194160,51.556099,0
-0.134476,51.519915,0
-0.180770,51.551846,0
-0.133783,51.526289,0
-0.116540,51.517920,0
-0.205684,51.552859,0
-0.140663,51.541416,0
-0.161766,51.554517,0
-0.137655,51.540918,0
-0.110768,51.518097,0
-0.138304,51.525012,0
-0.159942,51.542529,0
-0.106999,51.522083,0
-0.130442,51.516344,0
-0.119632,51.516351,0
-0.139432,51.539777,0
-0.126025,51.529133,0
-0.165100,51.554120,0
-0.144315,51.543811,0
-0.133861,51.545534,0
-0.146409,51.541956,0
-0.141544,51.544577,0
-0.192742,51.551851,0
-0.196790,51.555241,0
-0.138300,51.525102,0
-0.132773,51.540391,0
-0.107898,51.517781,0
-0.117844,51.517761,0
-0.124263,51.529914,0
-0.141912,51.542604,0
-0.127942,51.524577,0
-0.145180,51.543825,0
-0.141784,51.545750,0
-0.196685,51.554250,0
-0.195532,51.539665,0
-0.181828,51.561484,0
-0.139549,51.526291,0
-0.144114,51.523935,0
-0.145563,51.541493,0
-0.139983,51.540416,0
-0.138190,51.538409,0
-0.127934,51.514236,0
-0.195663,51.543623,0
-0.133417,51.545797,0
-0.119488,51.519856,0
-0.108443,51.522016,0
-0.178716,51.552713,0
-0.174999,51.544652,0
-0.198462,51.542138,0
-0.181577,51.553297,0
-0.128807,51.528098,0
-0.142232,51.538293,0
-0.168592,51.553365,0
-0.193859,51.538200,0
-0.138674,51.526546,0
-0.205399,51.552765,0
-0.167221,51.537247,0
-0.175041,51.568843,0
-0.138714,51.536169,0
-0.138638,51.541563,0
-0.195701,51.553605,0
-0.143607,51.539933,0
-0.105796,51.519815,0
-0.136243,51.526058,0
-0.112914,51.514984,0
-0.150248,51.539769,0
-0.142214,51.549353,0
-0.129256,51.548788,0
-0.145984,51.541770,0
-0.194021,51.559604,0
-0.117737,51.520367,0
-0.146837,51.563365,0
-0.135028,51.527568,0
-0.171865,51.540107,0
-0.182434,51.549894,0
-0.175868,51.548173,0
-0.107139,51.522175,0
-0.138406,51.533107,0
-0.132507,51.518715,0
-0.126166,51.529225,0
-0.113891,51.522733,0
-0.173072,51.560359,0
-0.155776,51.545701,0
-0.193605,51.555551,0
-0.120588,51.517625,0
-0.191229,51.546343,0
-0.168153,51.553538,0
-0.181727,51.545926,0
-0.144299,51.540664,0
-0.129848,51.523798,0
-0.191540,51.549405,0
-0.167361,51.537339,0
-0.138032,51.542273,0
-0.190789,51.553799,0
-0.119376,51.529566,0
-0.118870,51.527849,0
-0.130845,51.517070,0
-0.175991,51.552311,0
-0.189569,51.540922,0
-0.135644,51.537199,0
-0.119776,51.516353,0
-0.134748,51.530890,0
-0.177633,51.565376,0
-0.176020,51.551592,0
-0.143441,51.558186,0
-0.120444,51.517623,0
-0.199877,51.546476,0
-0.173093,51.541835,0
-0.145566,51.555611,0
-0.172744,51.546955,0
-0.192605,51.537102,0
-0.173685,51.552276,0
-0.141578,51.547275,0
-0.174891,51.543752,0
-0.194941,51.540015,0
-0.199021,51.542596,0
-0.128200,51.518286,0
-0.175043,51.543574,0
-0.141893,51.539547,0
-0.139185,51.531680,0
-0.173817,51.541756,0
-0.116278,51.520793,0
-0.142476,51.539376,0
-0.117885,51.516773,0
-0.176635,51.543419,0
-0.165100,51.554120,0
-0.120588,51.517625,0
-0.121257,51.518895,0
-0.155196,51.545781,0
-0.123702,51.515517,0
-0.192742,51.537284,0
-0.144098,51.563322,0
-0.125855,51.522745,0
-0.123440,51.525404,0
-0.140237,51.537722,0
-0.136093,51.543861,0
-0.129274,51.513178,0
-0.162641,51.543560,0
-0.134646,51.522796,0
-0.139979,51.540505,0
-0.145238,51.549491,0
-0.143314,51.536512,0
-0.129686,51.527752,0
-0.193605,51.555551,0
-0.144486,51.528977,0
-0.144295,51.540754,0
-0.119780,51.516263,0
-0.137267,51.539833,0
-0.133552,51.535458,0
-0.179254,51.560905,0
-0.178978,51.546153,0
-0.172657,51.541918,0
-0.161666,51.553437,0
-0.116249,51.518005,0
-0.138770,51.527717,0
-0.128200,51.518286,0
-0.148128,51.535149,0
-0.127100,51.517010,0
-0.178705,51.556580,0
-0.151399,51.543384,0
-0.147400,51.542421,0
-0.180221,51.547521,0
-0.150822,51.561180,0
-0.145422,51.541401,0
-0.193605,51.555551,0
-0.122136,51.518549,0
-0.122501,51.530695,0
-0.133569,51.545619,0
-0.179456,51.541394,0
-0.175035,51.543754,0
-0.135153,51.524512,0
-0.114327,51.522650,0
-0.129553,51.527480,0
-0.145844,51.527469,0
-0.202089,51.545251,0
-0.177843,51.549283,0
-0.181738,51.549253,0
-0.130424,51.520300,0
-0.110320,51.521956,0
-0.165241,51.550615,0
-0.186093,51.552198,0
-0.121120,51.518713,0
-0.138748,51.528256,0
-0.127774,51.546246,0
-0.151122,51.550214,0
-0.147504,51.536308,0
-0.185977,51.562358,0
-0.198462,51.542138,0
-0.123011,51.518293,0
-0.146968,51.535310,0
-0.153831,51.543872,0
-0.165100,51.554120,0
-0.107139,51.522175,0
-0.138293,51.525281,0
-0.176294,51.555553,0
-0.136848,51.521841,0
-0.141513,51.563011,0
-0.154840,51.543887,0
-0.118217,51.519206,0
-0.150112,51.560899,0
-0.153924,51.562937,0
-0.133417,51.545797,0
-0.116681,51.518012,0
-0.191229,51.546343,0
-0.198462,51.542138,0
-0.156056,51.538781,0
-0.127643,51.524842,0
-0.121955,51.519446,0
-0.120499,51.526796,0
-0.141080,51.548886,0
-0.149465,51.555493,0
-0.132580,51.552168,0
-0.120452,51.517443,0
-0.130845,51.517070,0
-0.123705,51.525948,0
-0.137616,51.534803,0
-0.131149,51.527236,0
-0.136848,51.521841,0
-0.137581,51.542716,0
-0.131650,51.543161,0
-0.179460,51.562976,0
-0.138297,51.525192,0
-0.127513,51.517466,0
-0.170611,51.539009,0
-0.148265,51.535331,0
-0.178138,51.545511,0
-0.165086,51.554479,0
-0.179391,51.561087,0
-0.202367,51.545525,0
-0.114534,51.521125,0
-0.125042,51.517966,0
-0.193098,51.542864,0
-0.136684,51.543511,0
-0.175973,51.549164,0
-0.127348,51.532031,0
-0.140707,51.550948,0
-0.129570,51.516510,0
-0.121375,51.516019,0
-0.137437,51.542713,0
-0.119772,51.516443,0
-0.133864,51.545444,0
-0.138297,51.525192,0
-0.138490,51.541651,0
-0.141065,51.538634,0
-0.129537,51.548972,0
-0.157956,51.545285,0
-0.123380,51.530349,0
-0.120219,51.516091,0
-0.122228,51.519810,0
-0.189798,51.535170,0
-0.118874,51.527759,0
-0.124182,51.521370,0
-0.125874,51.529310,0
-0.197063,51.559291,0
-0.205561,51.548631,0
-0.140885,51.553649,0
-0.139467,51.535372,0
-0.185740,51.553811,0
-0.119532,51.518777,0
-0.126609,51.528962,0
-0.135857,51.531987,0
-0.116129,51.524388,0
-0.116717,51.520621,0
-0.128361,51.535465,0
-0.175721,51.555455,0
-0.151543,51.543386,0
-0.163817,51.553740,0
-0.165944,51.551076,0
-0.122641,51.530787,0
-0.136143,51.539096,0
-0.203200,51.546347,0
-0.139983,51.540416,0
-0.127108,51.523844,0
-0.191273,51.548861,0
-0.162641,51.543560,0
-0.181731,51.549433,0
-0.138362,51.534185,0
-0.127662,51.524393,0
-0.177714,51.556115,0
-0.138266,51.533015,0
-0.124710,51.529561,0
-0.133619,51.519722,0
-0.145795,51.525130,0
-0.129282,51.516505,0
-0.138459,51.524744,0
-0.117988,51.517763,0
-0.142075,51.542157,0
-0.130435,51.516524,0
-0.127336,51.514766,0
-0.139842,51.540323,0
-0.173929,51.542568,0
-0.123532,51.530172,0
-0.128076,51.528356,0
-0.110172,51.522044,0
-0.113170,51.526229,0
-0.139278,51.543552,0
-0.121456,51.517549,0
-0.131973,51.528238,0
-0.113511,51.521468,0
-0.113367,51.521466,0
-0.197204,51.541129,0
-0.139234,51.534019,0
-0.140493,51.542042,0
-0.124485,51.517508,0
-0.137581,51.542716,0
-0.121921,51.530776,0
-0.202504,51.545707,0
-0.138297,51.525192,0
-0.162745,51.544551,0
-0.152093,51.554725,0
-0.131556,51.527872,0
-0.193605,51.555551,0
-0.181735,51.549343,0
-0.119632,51.516351,0
-0.125744,51.518427,0
-0.114822,51.521130,0
-0.203340,51.546439,0
-0.137128,51.522026,0
-0.141726,51.547188,0
-0.144490,51.546602,0
-0.152393,51.543759,0
-0.135541,51.525597,0
-0.126583,51.529591,0
-0.139212,51.534558,0
-0.138767,51.527807,0
-0.133934,51.526111,0
-0.150864,51.545893,0
-0.108151,51.522101,0
-0.127769,51.528801,0
-0.198332,51.541776,0
-0.137405,51.532911,0
-0.129267,51.513358,0
-0.146136,51.541592,0
-0.121404,51.518807,0
-0.117153,51.520538,0
-0.126871,51.515568,0
-0.121674,51.519261,0
-0.177501,51.554223,0
-0.124415,51.529736,0
-0.130443,51.526865,0
-0.148265,51.535331,0
-0.138030,51.524648,0
-0.177249,51.553320,0
-0.108935,51.520585,0
-0.138714,51.536169,0
-0.178619,51.558737,0
-0.181728,51.549523,0
-0.136663,51.522828,0
-0.109533,51.520055,0
-0.162741,51.544641,0
-0.188810,51.552780,0
-0.211576,51.553399,0
-0.130163,51.526681,0
-0.142438,51.536768,0
-0.187591,51.539902,0
-0.145288,51.537622,0
-0.112488,51.521812,0
-0.111344,51.518106,0
-0.141404,51.547992,0
-0.125908,51.542530,0
-0.196078,51.544079,0
-0.138335,51.541918,0
-0.138156,51.525099,0
-0.157956,51.545285,0
-0.124666,51.527133,0
-0.141479,51.539090,0
-0.141784,51.545750,0
-0.154806,51.537592,0
-0.134607,51.544916,0
-0.122228,51.519810,0
-0.141069,51.549155,0
-0.140787,51.538360,0
-0.150864,51.545893,0
-0.145855,51.527200,0
-0.124533,51.530368,0
-0.202500,51.545796,0
-0.193304,51.537652,0
-0.138634,51.541653,0
-0.126287,51.515738,0
-0.162966,51.556964,0
-0.130598,51.547730,0
-0.156064,51.545705,0
-0.195967,51.557836,0
-0.129845,51.523888,0
-0.140803,51.541508,0
-0.113511,51.521468,0
-0.130369,51.549795,0
-0.138682,51.529874,0
-0.147685,51.542516,0
-0.133088,51.525648,0
-0.140999,51.561474,0
-0.126698,51.533820,0
-0.198462,51.542138,0
-0.144490,51.546602,0
-0.116425,51.520706,0
-0.150864,51.545893,0
-0.139835,51.540503,0
-0.164516,51.554291,0
-0.138467,51.538683,0
-0.134056,51.526653,0
-0.136811,51.536858,0
-0.140718,51.550679,0
-0.129797,51.525056,0
-0.113219,51.521554,0
-0.141251,51.551766,0
-0.144098,51.538502,0
-0.139835,51.540503,0
-0.211299,51.553125,0
-0.180022,51.541673,0
-0.143954,51.538500,0
-0.137874,51.521408,0
-0.116129,51.524388,0
-0.197514,51.547878,0
-0.130594,51.547820,0
-0.122490,51.523950,0
-0.116422,51.520796,0
-0.126287,51.515738,0
-0.118756,51.520114,0
-0.150662,51.554433,0
-0.142303,51.540093,0
-0.126882,51.522312,0
-0.123990,51.526043,0
-0.175244,51.542138,0
-0.130298,51.516342,0
-0.138634,51.541653,0
-0.126715,51.515835,0
-0.198231,51.547979,0
-0.192176,51.551573,0
-0.121552,51.515213,0
-0.129191,51.525766,0
-0.127795,51.524665,0
-0.126723,51.515655,0
-0.138098,51.526537,0
-0.164924,51.547733,0
-0.195819,51.557923,0
-0.139428,51.539867,0
-0.151185,51.537985,0
-0.138639,51.534459,0
-0.127934,51.514236,0
-0.150970,51.543287,0
-0.129106,51.524326,0
-0.136811,51.536858,0
-0.185105,51.551643,0
-0.135446,51.527934,0
-0.190923,51.554071,0
-0.124847,51.529743,0
-0.140568,51.543752,0
-0.183411,51.550718,0
-0.121404,51.518807,0
-0.130713,51.527319,0
-0.152541,51.543671,0
-0.138297,51.525192,0
-0.122217,51.530601,0
-0.127068,51.545875,0
-0.137894,51.524466,0
-0.120207,51.526881,0
-0.133417,51.545797,0
-0.120736,51.517538,0
-0.145792,51.525220,0
-0.134912,51.537457,0
-0.174891,51.543752,0
-0.137434,51.542803,0
-0.134075,51.526204,0
-0.140566,51.540245,0
-0.144440,51.526548,0
-0.159747,51.543785,0
-0.145403,51.524135,0
-0.137581,51.542716,0
-0.135577,51.535310,0
-0.145693,51.527647,0
-0.149175,51.537773,0
-0.149966,51.571597,0
-0.127037,51.515031,0
-0.138737,51.528526,0
-0.130376,51.517961,0
-0.126436,51.540200,0
-0.199580,51.543054,0
-0.144490,51.546602,0
-0.129112,51.548786,0
-0.177997,51.545418,0
-0.152677,51.554554,0
-0.165944,51.551076,0
-0.137242,51.533358,0
-0.139241,51.533839,0
-0.134945,51.550767,0
-0.131589,51.551703,0
-0.134422,51.542396,0
-0.142476,51.539376,0
-0.191197,51.547151,0
-0.132370,51.518533,0
-0.178619,51.558737,0
-0.129404,51.548700,0
-0.125209,51.513922,0
-0.134808,51.550585,0
-0.137616,51.534803,0
-0.127163,51.522496,0
-0.128079,51.524759,0
-0.193260,51.542417,0
-0.119612,51.530829,0
-0.194944,51.539925,0
-0.136105,51.522369,0
-0.135798,51.519307,0
-0.131618,51.522837,0
-0.124629,51.517510,0
-0.179766,51.562531,0
-0.159183,51.536312,0
-0.133569,51.545619,0
-0.149115,51.542808,0
-0.117552,51.517846,0
-0.133417,51.545797,0
-0.145892,51.526301,0
-0.135005,51.524600,0
-0.134759,51.544739,0
-0.131149,51.527236,0
-0.172153,51.554500,0
-0.206120,51.549089,0
-0.125371,51.523997,0
-0.117737,51.520367,0
-0.139223,51.534289,0
-0.168870,51.542848,0
-0.133222,51.529427,0
-0.126173,51.529045,0
-0.130579,51.516526,0
-0.194944,51.539925,0
-0.141578,51.547275,0
-0.127773,51.528711,0
-0.195967,51.557836,0
-0.187633,51.535226,0
-0.145848,51.527379,0
-0.145828,51.538530,0
-0.142779,51.539021,0
-0.154529,51.537318,0
-0.131692,51.528054,0
-0.194592,51.556106,0
-0.137434,51.542803,0
-0.137134,51.543068,0
-0.151340,51.569731,0
-0.126173,51.529045,0
-0.140119,51.540598,0
-0.127662,51.524393,0
-0.134755,51.527204,0
-0.165113,51.535865,0
-0.192745,51.537194,0
-0.162560,51.549134,0
-0.182996,51.550262,0
-0.139432,51.539777,0
-0.127938,51.517653,0
-0.139979,51.540505,0
-0.143958,51.538410,0
-0.126719,51.515745,0
-0.170391,51.558879,0
-0.196548,51.554068,0
-0.114387,51.521213,0
-0.122641,51.530787,0
-0.142632,51.539109,0
-0.148900,51.548110,0
-0.140566,51.540245,0
-0.156914,51.546078,0
-0.115014,51.523471,0
-0.130026,51.526499,0
-0.125726,51.529398,0
-0.142491,51.539017,0
-0.181183,51.548705,0
-0.133421,51.545707,0
-0.173502,51.571247,0
-0.127646,51.517738,0
-0.117594,51.513351,0
-0.141744,51.546738,0
-0.166309,51.541999,0
-0.136395,51.543506,0
-0.131733,51.527066,0
-0.138714,51.536169,0
-0.138657,51.530503,0
-0.129830,51.527755,0
-0.141658,51.545298,0
-0.138714,51.536169,0
-0.127222,51.521059,0
-0.129191,51.525766,0
-0.182294,51.549801,0
-0.136402,51.525701,0
-0.132264,51.521139,0
-0.114970,51.521042,0
-0.143180,51.525629,0
-0.161140,51.552170,0
-0.170748,51.539191,0
-0.123680,51.530084,0
-0.173673,51.541754,0
-0.122534,51.536900,0
-0.130982,51.520759,0
-0.126959,51.516918,0
-0.127634,51.546154,0
-0.200968,51.544424,0
-0.140272,51.554538,0
-0.127096,51.517100,0
-0.137894,51.524466,0
-0.128267,51.516669,0
-0.125852,51.522835,0
-0.115940,51.528971,0
-0.124248,51.523259,0
-0.187232,51.552576,0
-0.127108,51.523844,0
-0.189088,51.553054,0
-0.119632,51.516351,0
-0.169176,51.553194,0
-0.144211,51.542821,0
-0.146946,51.535850,0
-0.163832,51.549784,0
-0.134912,51.537457,0
-0.178561,51.556578,0
-0.127923,51.518012,0
-0.171645,51.541992,0
-0.148124,51.535239,0
-0.123617,51.521091,0
-0.162785,51.543563,0
-0.130857,51.527321,0
-0.124407,51.529916,0
-0.152689,51.568493,0
-0.136536,51.543598,0
-0.193749,51.555554,0
-0.119780,51.516263,0
-0.183699,51.550722,0
-0.121113,51.518893,0
-0.129113,51.524146,0
-0.159465,51.547197,0
-0.139428,51.539867,0
-0.137751,51.552700,0
-0.120585,51.517715,0
-0.195833,51.557564,0
-0.135436,51.535218,0
-0.136278,51.532264,0
-0.141798,51.524168,0
-0.162745,51.544551,0
-0.146406,51.542046,0
-0.208700,51.553175,0
-0.140119,51.540598,0
-0.127791,51.524755,0
-0.130746,51.547643,0
-0.192914,51.543851,0
-0.150864,51.545893,0
-0.149385,51.564574,0
-0.127251,51.516833,0
-0.134916,51.537368,0
-0.187032,51.539444,0
-0.121080,51.516194,0
-0.193752,51.555464,0
-0.154721,51.553957,0
-0.131556,51.527872,0
-0.129576,51.533955,0
-0.114187,51.522558,0
-0.180386,51.561462,0
-0.122232,51.519720,0
-0.114046,51.522466,0
-0.116069,51.529333,0
-0.142451,51.540005,0
-0.133487,51.544089,0
-0.151114,51.543289,0
-0.152826,51.543766,0
-0.138848,51.529337,0
-0.118464,51.520199,0
-0.150925,51.555066,0
-0.123846,51.526040,0
-0.198374,51.551668,0
-0.141408,51.547902,0
-0.168204,51.537892,0
-0.122224,51.533928,0
-0.155924,51.545613,0
-0.116069,51.529333,0
-0.125859,51.522655,0
-0.139204,51.555960,0
-0.122944,51.530432,0
-0.207098,51.549913,0
-0.176294,51.555553,0
-0.123240,51.530257,0
-0.166754,51.556034,0
-0.126963,51.516828,0
-0.151949,51.554723,0
-0.126671,51.516913,0
-0.157583,51.540244,0
-0.170304,51.539454,0
-0.124042,51.521278,0
-0.126719,51.515745,0
-0.155593,51.553791,0
-0.191395,51.545806,0
-0.134912,51.537457,0
-0.136815,51.536768,0
-0.139320,51.524848,0
-0.177860,51.545236,0
-0.141236,51.552126,0
-0.129834,51.527665,0
-0.140957,51.527122,0
-0.121075,51.530312,0
-0.120211,51.523284,0
-0.133552,51.535458,0
-0.166084,51.551168,0
-0.180018,51.541763,0
-0.129109,51.548875,0
-0.122626,51.548682,0
-0.120496,51.558360,0
-0.086339,51.550704,0
-0.110868,51.553979,0
-0.087663,51.525996,0
-0.103454,51.544956,0
-0.105977,51.564061,0
-0.104654,51.564669,0
-0.121237,51.536880,0
