lat,lon
37.78106198300003,-122.468648111
37.781125013000064,-122.46880503499995
37.78040601300006,-122.48826898799996
37.78040601300006,-122.48826898799996
37.779971998000065,-122.42504102299995
37.784400094000034,-122.41442693999994
37.72623084800006,-122.43155380599995
37.774867647000065,-122.51086798399996
37.77492500300008,-122.51099199199996
37.78722410700004,-122.41731956299998
37.77492500300008,-122.51099199199996
37.77474001400003,-122.51091697399994
37.77561001300006,-122.44736830499994
37.78719099500006,-122.41024847499995
37.78695600900005,-122.43245196599997
37.763562096000044,-122.47558288799996
37.74549910200005,-122.50710557599996
37.78195000200003,-122.40805300099998
37.784412160000045,-122.43834248999997
37.75425206400007,-122.40539132099997
37.78822655000005,-122.40043596099997
37.787229008000054,-122.40522502999994
37.78740897800003,-122.39962208599997
37.763981003000026,-122.45518603499994
37.791435292000074,-122.39432495699998
37.78909975600004,-122.40903086499998
37.775329010000064,-122.498038012
37.775582790000044,-122.49834567499994
37.77545302100003,-122.49762897499994
37.776042017000066,-122.49806299
37.776290363000044,-122.49839010099998
37.77725848100005,-122.49640820699994
37.77698170100007,-122.49639396399999
37.77785699200007,-122.49611998099999
37.777925012000026,-122.49612500999996
37.78778723900007,-122.42045555699997
37.79630122300006,-122.40509762499994
37.781130662000066,-122.50530349699994
37.79864499200005,-122.43727197999999
37.79952702000003,-122.43646798799995
37.79924397700006,-122.43685376999997
37.79952702000003,-122.43646798799995
37.79971288100006,-122.43654364099996
37.76258001000008,-122.50907898999998
37.76258001000008,-122.50907898999998
37.76244016700008,-122.50936681899998
37.76258001000008,-122.50907898999998
37.76258001000008,-122.50907898999998
37.778812437000056,-122.42343061099996
37.75970908900007,-122.44313945999994
37.76054299800006,-122.44314098799998
37.789143016000025,-122.44162201999995
37.76056801800007,-122.44305700199999
37.75962698200004,-122.44318197599995
37.75896174800005,-122.41572233499994
37.77536798600005,-122.50878000699998
37.77319095000007,-122.50997428899996
37.77453599900008,-122.50979497199995
37.80412540900005,-122.44713298299996
37.767442533000064,-122.40297893199994
37.77539899900006,-122.50965398899996
37.78105598800005,-122.40833597399995
37.777000315000066,-122.39495813099995
37.77814250900008,-122.41218192899998
37.78743569100004,-122.39278256199998
37.79950017300007,-122.40838960699995
37.76913893600005,-122.51079387499999
37.77149005700005,-122.50775992999996
37.79424901900006,-122.41009902299999
37.76571542800008,-122.47285051799997
37.80117850500005,-122.402809349
37.74320634700007,-122.47385165899999
37.79112622200006,-122.40935920099997
38.11085561400006,-122.23007620799996
37.71699699900006,-122.43227896399998
37.77163470800008,-122.39847300599996
37.759615643000075,-122.48645769599995
37.75973301300007,-122.48407401299994
37.78367847100003,-122.41783458499998
37.781288439000036,-122.50202616199999
37.78137739700003,-122.50040838799998
37.80192834200005,-122.40027384599995
37.76318876200003,-122.484673037
37.76080218000004,-122.49558044399998
37.72524522500004,-122.50311576599995
37.79168886400004,-122.40481461199994
37.77632286700003,-122.42280068499997
37.77509481000004,-122.50935016899996
37.786229863000074,-122.44030012399998
37.79700000200006,-122.42224599299999
37.76184279800003,-122.43514687999999
37.761961006000035,-122.43542100399998
37.792940018000024,-122.40020703599998
37.76732500500003,-122.45089399699998
37.76795901300005,-122.45123396699995
37.767936004000035,-122.45192497199997
37.79611807400005,-122.39455805499995
37.76890298200004,-122.42550001599994
37.77197740400004,-122.39126289599994
37.77357986900006,-122.39153204399997
38.42752986800008,-122.35195827099994
37.77898862500007,-122.39869951499998
37.788001706000045,-122.39969848899995
37.79398800700005,-122.40314296599996
37.78641111400003,-122.40170441999999
37.77940504600008,-122.41841990599994
37.797710547000065,-122.40758996899996
37.78645401700004,-122.40146197499996
37.57473280700003,-122.33864748299999
37.77046815800003,-122.38650842799996
37.781648336000046,-122.42725518799995
37.78473817500003,-122.41437488899999
37.77082757100004,-122.418797413
37.781146009000054,-122.40788301599997
37.780968650000034,-122.41398236299995
37.78294238600006,-122.41972424699998
37.76917440700004,-122.41086774299998
37.79438300400005,-122.40651802299999
37.76836900500007,-122.40893833199999
37.77049298800006,-122.45247800899995
37.71272700600008,-122.40240502299997
37.76992957600004,-122.45203397499995
37.77859900000004,-122.40953299299997
37.71136800700003,-122.40474298699996
37.71158272400004,-122.40487946499996
37.71132898900004,-122.40467199199998
37.777091444000064,-122.41037842899999
37.78412598500006,-122.41458199999994
37.75307623600003,-122.38538055699996
37.76278498900007,-122.41973402099995
37.72641684400003,-122.38070140499997
37.78414278900004,-122.41911726799998
37.77608300500003,-122.50948702099998
37.76410666400005,-122.510318284
37.77485698400005,-122.51064598699998
37.77192073500004,-122.50894080699999
37.77536798600005,-122.50878000699998
37.80711243700006,-122.43793738199997
37.80711243700006,-122.43793738199997
37.80711243700006,-122.43793738199997
37.782278991000055,-122.40352400699999
37.77300003600004,-122.51122261399996
