lat,lon,weight
37.754540005000024,-122.42119699799997,8.401949252226517e-05
37.77062898400004,-122.42818800799995,0.00021372088053002778
37.801209981000056,-122.44590902799996,0.00042498937526561835
37.78697877800005,-122.40495333999996,5.576311827357386e-05
37.78538131100004,-122.40836175899994,5.52761041401802e-05
37.79749000800007,-122.43586700499998,5.1826898160145116e-05
37.75301198400007,-122.40938203499996,0.0001798237727027513
37.772864018000064,-122.43090701399996,0.00011889192723814053
37.79012430500006,-122.40085235199996,3.9514758762397756e-05
37.79575801400006,-122.43317297799996,0.0002853067047075606
37.796507020000035,-122.43842901799997,0.0002314814814814815
37.79672784500008,-122.43888153799998,0.0002559508574353724
37.77796608600005,-122.40587941799998,0.00017265193370165745
37.77205198000007,-122.42520002799995,0.0002658160552897395
37.75167599200006,-122.42544402499999,0.0003929273084479371
37.78582399100003,-122.42961100399998,0.00015429717636167257
37.74287298200005,-122.48455597199995,0.0001562255897516013
37.76410056000003,-122.46664045999995,8.49689863199932e-05
37.74294699400008,-122.48365902499995,0.00025220680958385876
37.74287801100007,-122.48445597599999,0.0001562255897516013
37.78644252400005,-122.39003431699996,0.00014130281192595732
37.80238038400006,-122.44945740299994,0.00819672131147541
37.780841757000076,-122.46528357699998,0.00017047391749062393
37.79667101200005,-122.40467299799997,9.35103796521414e-05
37.78721199300003,-122.44472801799998,0.0003402517863218782
37.73263700200005,-122.39075199799998,0.0005995203836930455
37.71646500000003,-122.46045598899997,0.0019193857965451055
37.71646500000003,-122.46045598899997,0.0019193857965451055
37.78168475500007,-122.40874174299995,0.0001290489095367144
37.78011101200008,-122.47753202099994,8.785030308354564e-05
37.77199578600005,-122.43081475299999,9.665571235260003e-05
37.76988500600004,-122.45165700199999,0.0001285512276642242
37.803159909000044,-122.41852060599996,0.0005938242280285036
37.80739599300006,-122.41833499699999,0.00013156163662675965
37.772963590000074,-122.43224723299994,0.00018057060310581438
37.77962100600007,-122.40546802199998,0.0001509433962264151
37.79637198800003,-122.42150997899995,7.689941556444171e-05
37.73341004800005,-122.40631542899996,0.0009242144177449168
37.78793421600005,-122.39341425999999,0.00018772292096865028
