lon,lat,minute
-122.42884102999994,37.76707540800004,967
-122.43772602799999,37.72050499300008,330
-122.46237401999997,37.762093985000035,618
-122.46237401999997,37.762093985000035,620
-122.33798463999995,37.57503266800006,681
-122.41401270099999,37.780965113000036,163
-122.42131578899995,37.80759911500007,722
-122.38851757699996,37.781450206000045,1181
-122.41581435399996,37.78290804400007,390
-122.42555579999998,37.75763772300007,954
-122.47845302499996,37.77879601700005,599
-122.41202904,37.783247017000065,427
-122.41579796299999,37.79293700000005,763
-122.41825757299995,37.763430723000056,962
-122.40651802299999,37.79438300400005,240
-122.40520197999996,37.79416599700005,816
-122.46643991299999,37.76638003000005,1412
-122.50311576599995,37.72524522500004,916
-122.45189135699997,37.76924802900004,709
-122.39331056699996,37.792021172000034,690
-122.40955011799997,37.80127681600004,868
-122.44301701999996,37.713918997000064,330
-122.50687719499996,37.73496734400004,871
-122.38832996299999,37.781939985000065,1013
-122.45176653699997,37.76922110300006,703
-122.41631681499996,37.78449141400006,415
-122.40167935099998,37.76363966900004,635
-122.40813079399999,37.786955601000045,990
-122.39533108199998,37.77745185400005,820
-122.43400991099998,37.78984005500007,1085
-122.42145993899999,37.78568003200007,460
-122.43400991099998,37.78984005500007,684
-122.41925993999996,37.775170048000064,859
-122.39393999999999,37.79532000000006,702
-122.43400991099998,37.78984005500007,620
-122.41019602899996,37.808322417000056,727
-122.46748999999994,37.739900000000034,1110
-122.43476999999996,37.75849000000005,644
-122.40567468999996,37.798073757000054,253
-122.41187024899995,37.785083015000055,413
-122.41828696899995,37.783479992000025,378
-122.36667890099994,37.824723963000054,902
-122.47916064799995,37.74282277000003,724
-122.41678702799999,37.76013500900007,782
-122.371887217,37.82471895400005,693
-122.40390707699999,37.768220479000036,729
-122.41410900999995,37.755015007000054,1222
-122.41119813999995,37.78514491400006,731
-122.41394363399996,37.78199905100007,373
-122.39560939499995,37.776536270000065,997
-122.38930645699998,37.78411003000008,1171
-122.42247526199998,37.76993649900004,743
-122.42110395899999,37.79124901100005,690
-122.42223524899998,37.79800843000004,843
-122.46160003499995,37.78283001800003,906
-122.37178541499998,37.824575492000065,1238
-122.46160003499995,37.78283001800003,921
-122.47622997599996,37.778897019000055,650
-122.50687719499996,37.73535273300007,743
-122.036661488,38.24829539700005,635
-122.43787497399995,37.773363999000026,735
-122.39919055099995,37.781211633000055,1008
-122.41928801999995,37.757960995000076,662
-122.43252798999998,37.775410985000065,1232
-122.41997600599996,37.748724012000025,957
-122.40720705099994,37.788519644000075,811
-122.41119813999995,37.78514491400006,395
-122.43077600499998,37.79729299100006,793
-122.46160003499995,37.78283001800003,905
-122.40487801999996,37.788065019000044,979
-122.40667258099995,37.79429830200007,241
-122.40103297199994,37.79886763800005,682
-122.41805797599994,37.782959015000074,382
-122.42199650299995,37.76558046800005,364
-122.38838960799995,37.77123113000005,709
-122.39873857599997,37.79268274100008,813
-122.46857503499996,37.73878102100008,648
-122.41950771399996,37.78409029000005,419
-122.46604202399999,37.783141992000026,422
-122.37184624199995,37.83115959400004,696
-122.43540413499994,37.78417775100007,748
-122.39846302599994,37.79810556500007,705
-122.40530197599998,37.73102201900008,648
-122.43309333999997,37.727042495000035,715
-122.37161030399994,37.82019095100003,699
-122.41950771399996,37.78409029000005,756
-122.419891743,37.78403906900007,758
-122.41995972799998,37.78388483600003,766
-122.38846243799998,37.781871866000074,635
-122.43059159399996,37.78226027900007,482
-122.41142819499998,37.784168657000066,409
-122.40528224399998,37.80508965900003,782
-122.38948885099995,37.78324340800003,677
-122.47900396699998,37.78203700600005,1088
-122.41808001999999,37.783506018000026,387
-122.480839017,37.781096011000045,662
-122.43013797399999,37.75097300200008,1273
-122.41259526799996,37.784261033000064,374
-122.47888502799998,37.753897993000066,782
-122.39135065799996,37.78007097200003,934
-122.39269624299999,37.77898757100007,1229
-122.40140742999995,37.799433101000034,913
-122.42095802999995,37.758351005000065,739
-122.39899995799999,37.78357001400008,664
-122.38784171999998,37.762812075000056,788
-122.42132297799998,37.76468101800003,1233
-122.42632268899996,37.79832555200005,655
-122.41141598799999,37.79220798400007,1112
-122.42044799099995,37.78701099500006,769
-122.42764796199998,37.75108301400007,867
-122.43735231999995,37.77250450300005,379
-122.41807243699998,37.75925271800003,855
-122.45981413999999,37.76288251500006,811
